,ins_true_x,ins_true_y,ins_x,ins_y
1387,13870,13870,13802.08241,13877.21592
1388,13880,13880,13810.67878,13877.24752
1389,13890,13890,13821.20054,13891.26692
1390,13900,13900,13831.04651,13900.71163
1391,13910,13910,13846.44457,13903.26419
1392,13920,13920,13855.75357,13914.98306
1393,13930,13930,13868.885,13927.61999
1394,13940,13940,13877.75109,13926.98982
1395,13950,13950,13877.95441,13943.2858
1396,13960,13960,13886.07757,13947.36168
1397,13970,13970,13893.83059,13962.59141
1398,13980,13980,13906.88889,13979.47934
1399,13990,13990,13923.51566,13993.64374
1400,14000,14000,13927.62653,13997.08877
1401,14010,14010,13947.32058,14001.72379
1402,14020,14020,13960.02692,14010.33209
1403,14030,14030,13972.15968,14012.63781
1404,14040,14040,13989.71452,14022.70141
1405,14050,14050,14001.04026,14027.73612
1406,14060,14060,14006.58206,14043.48439
1407,14070,14070,14018.46315,14061.04661
1408,14080,14080,14022.51422,14057.80518
1409,14090,14090,14031.31841,14061.11709
1410,14100,14100,14046.04042,14075.54872
1411,14110,14110,14054.29706,14085.44901
1412,14120,14120,14066.72941,14087.63015
1413,14130,14130,14080.62297,14094.45241
1414,14140,14140,14099.35236,14098.39044
1415,14150,14150,14096.53704,14111.60664
1416,14160,14160,14106.22203,14123.86458
1417,14170,14170,14113.70492,14136.55768
1418,14180,14180,14127.29217,14147.37983
1419,14190,14190,14133.24492,14162.8805
1420,14200,14200,14139.69798,14172.70376
1421,14210,14210,14139.83475,14189.52019
1422,14220,14220,14149.12141,14203.21463
1423,14230,14230,14161.14873,14206.85419
1424,14240,14240,14167.30282,14224.43339
1425,14250,14250,14171.52941,14231.63913
1426,14260,14260,14188.98841,14237.38847
1427,14270,14270,14209.35713,14242.93504
1428,14280,14280,14227.23966,14255.6048
1429,14290,14290,14238.40822,14267.83096
1430,14300,14300,14252.70272,14279.39152
1431,14310,14310,14270.27035,14291.90871
1432,14320,14320,14279.48351,14300.11368
1433,14330,14330,14279.64936,14307.80738
1434,14340,14340,14286.1304,14320.48295
1435,14350,14350,14298.21305,14336.77061
1436,14360,14360,14311.43596,14345.89634
1437,14370,14370,14320.34087,14362.9827
1438,14380,14380,14331.96701,14374.85299
1439,14390,14390,14345.33976,14388.8202
1440,14400,14400,14395.78972,14401.73094
1441,14410,14410,14405.41811,14420.72754
1442,14420,14420,14417.29216,14435.12682
1443,14430,14430,14427.58077,14443.28412
1444,14440,14440,14443.37808,14458.82888
1445,14450,14450,14449.07825,14472.63392
1446,14460,14460,14453.00607,14490.42343
1447,14470,14470,14470.94532,14501.20997
1448,14480,14480,14485.94912,14512.2639
1449,14490,14490,14495.31666,14530.21148
1450,14500,14500,14503.05788,14536.42322
1451,14510,14510,14521.51153,14551.5792
1452,14520,14520,14532.95747,14563.20324
1453,14530,14530,14555.17098,14574.74361
1454,14540,14540,14574.56023,14597.09349
1455,14550,14550,14588.60012,14613.34958
1456,14560,14560,14593.65183,14616.60923
1457,14570,14570,14607.42768,14620.80557
1458,14580,14580,14626.52747,14621.77209
1459,14590,14590,14636.9297,14626.27791
1460,14600,14600,14650.71574,14624.12511
1461,14610,14610,14657.75033,14641.42876
1462,14620,14620,14669.59834,14649.08669
1463,14630,14630,14684.51099,14659.33225
1464,14640,14640,14705.36192,14670.43792
1465,14650,14650,14713.72418,14670.30646
1466,14660,14660,14721.95742,14681.90269
1467,14670,14670,14735.80373,14687.50206
1468,14680,14680,14741.25365,14696.71954
1469,14690,14690,14757.95568,14698.49231
1470,14700,14700,14756.03971,14703.0364
1471,14710,14710,14765.64777,14709.36764
1472,14720,14720,14784.11951,14717.29102
1473,14730,14730,14793.89967,14729.59579
1474,14740,14740,14786.99766,14737.00647
1475,14750,14750,14809.88286,14750.74852
1476,14760,14760,14817.6408,14759.66492
1477,14770,14770,14827.1105,14770.29818
1478,14780,14780,14836.6475,14776.88904
1479,14790,14790,14849.78187,14782.45486
1480,14800,14800,14863.07682,14800.37641
1481,14810,14810,14876.09085,14818.13023
1482,14820,14820,14872.74482,14821.99121
1483,14830,14830,14888.03555,14842.47134
1484,14840,14840,14892.53388,14853.74468
1485,14850,14850,14892.12326,14859.07347
1486,14860,14860,14911.35116,14872.48905
1487,14870,14870,14924.77391,14885.7367
1488,14880,14880,14930.649,14904.63675
1489,14890,14890,14943.38478,14917.01921
1490,14900,14900,14954.55355,14927.37315
1491,14910,14910,14954.59967,14931.90855
1492,14920,14920,14965.38199,14946.61246
1493,14930,14930,14967.32516,14965.09462
1494,14940,14940,14973.49886,14976.54025
1495,14950,14950,14978.28917,14995.67172
1496,14960,14960,14979.87219,15008.1934
1497,14970,14970,15000.18044,15024.03963
1498,14980,14980,15020.94609,15046.62288
1499,14990,14990,15031.18819,15056.07306
1500,15000,15000,15032.402,15064.09127
1501,15010,15010,15041.90037,15077.58384
1502,15020,15020,15049.20927,15096.2466
1503,15030,15030,15058.50243,15114.88804
1504,15040,15040,15072.02249,15121.66195
1505,15050,15050,15089.53349,15133.18637
1506,15060,15060,15102.0346,15135.5395
1507,15070,15070,15110.0866,15147.89325
1508,15080,15080,15125.40367,15163.13165
1509,15090,15090,15129.92471,15167.47232
1510,15100,15100,15136.18896,15180.13134
1511,15110,15110,15142.1555,15189.41148
1512,15120,15120,15155.87688,15201.07235
1513,15130,15130,15154.51901,15201.35518
1514,15140,15140,15166.03936,15203.41441
1515,15150,15150,15178.60798,15217.00843
1516,15160,15160,15183.22043,15233.44941
1517,15170,15170,15191.34839,15250.14573
1518,15180,15180,15188.28974,15255.71561
1519,15190,15190,15194.28624,15267.21211
1520,15200,15200,15204.51383,15287.23506
1521,15210,15210,15214.28023,15303.23154
1522,15220,15220,15221.3904,15314.60366
1523,15230,15230,15230.78128,15320.17818
1524,15240,15240,15245.00767,15333.98054
1525,15250,15250,15253.14772,15341.67769
1526,15260,15260,15266.94757,15353.12363
1527,15270,15270,15281.41998,15370.31629
1528,15280,15280,15288.01411,15381.05173
1529,15290,15290,15298.65135,15399.14134
1530,15300,15300,15307.85235,15409.56027
1531,15310,15310,15320.99833,15423.62469
1532,15320,15320,15322.94991,15438.40136
1533,15330,15330,15325.92439,15450.3276
1534,15340,15340,15338.45871,15459.13489
1535,15350,15350,15353.11262,15456.54232
1536,15360,15360,15355.97933,15474.1421
1537,15370,15370,15369.26505,15491.79687
1538,15380,15380,15375.31217,15498.9934
1539,15390,15390,15376.53667,15501.473
1540,15400,15400,15381.14084,15509.16222
1541,15410,15410,15388.94906,15524.30152
1542,15420,15420,15397.68743,15538.90241
1543,15430,15430,15403.84748,15554.36081
1544,15440,15440,15406.88379,15560.69696
1545,15450,15450,15420.47505,15577.1202
1546,15460,15460,15422.03777,15593.04788
1547,15470,15470,15425.27209,15596.60047
1548,15480,15480,15432.51628,15615.07355
1549,15490,15490,15434.11452,15627.58943
1550,15500,15500,15436.65321,15629.96996
1551,15510,15510,15454.77835,15642.20578
1552,15520,15520,15476.09422,15656.08917
1553,15530,15530,15475.02624,15663.11923
1554,15540,15540,15478.15671,15667.68746
1555,15550,15550,15481.49607,15684.87795
1556,15560,15560,15497.31235,15700.58498
1557,15570,15570,15511.67778,15721.34044
1558,15580,15580,15522.23388,15726.58923
1559,15590,15590,15537.11481,15744.42291
1560,15600,15600,15534.72086,15755.36125
1561,15610,15610,15547.9727,15762.27073
1562,15620,15620,15557.67761,15778.14173
1563,15630,15630,15579.13047,15791.22442
1564,15640,15640,15593.8844,15801.63725
1565,15650,15650,15609.19343,15809.37317
1566,15660,15660,15621.31039,15819.89634
1567,15670,15670,15627.74736,15827.43179
1568,15680,15680,15636.35178,15831.51634
1569,15690,15690,15650.5585,15849.19946
1570,15700,15700,15656.93578,15850.42157
1571,15710,15710,15681.13264,15856.88871
1572,15720,15720,15690.01908,15871.85327
1573,15730,15730,15703.94665,15879.8772
1574,15740,15740,15712.82124,15890.75999
1575,15750,15750,15715.65733,15902.69503
1576,15760,15760,15727.77904,15915.66392
1577,15770,15770,15735.41762,15915.50555
1578,15780,15780,15737.78203,15928.45026
1579,15790,15790,15745.24259,15933.92411
1580,15800,15800,15756.05343,15941.10365
1581,15810,15810,15762.52649,15957.00525
1582,15820,15820,15769.6762,15977.48983
1583,15830,15830,15782.98398,15985.58649
1584,15840,15840,15796.89281,15992.81751
1585,15850,15850,15805.7707,16004.68181
1586,15860,15860,15808.20809,16026.36058
1587,15870,15870,15814.90164,16034.87806
1588,15880,15880,15838.95382,16042.51159
1589,15890,15890,15850.07834,16057.3451
1590,15900,15900,15858.6187,16061.55218
1591,15910,15910,15872.15481,16078.9155
1592,15920,15920,15880.43533,16093.17929
1593,15930,15930,15886.12898,16105.03659
1594,15940,15940,15900.09978,16116.56161
1595,15950,15950,15907.39857,16128.12575
1596,15960,15960,15918.8507,16143.37034
1597,15970,15970,15929.34756,16142.86461
1598,15980,15980,15944.09723,16164.21759
1599,15990,15990,15953.73217,16165.45176
1600,16000,16000,15962.66302,16184.25581
1601,16010,16010,15971.3669,16188.73582
1602,16020,16020,15983.72444,16194.22386
1603,16030,16030,15995.2607,16196.93074
1604,16040,16040,16003.91881,16207.27109
1605,16050,16050,16006.0476,16222.86215
1606,16060,16060,16015.66517,16236.72273
1607,16070,16070,16031.09524,16244.38846
1608,16080,16080,16041.80121,16238.29884
1609,16090,16090,16047.67089,16251.51609
1610,16100,16100,16049.54792,16258.74431
1611,16110,16110,16058.02032,16266.52395
1612,16120,16120,16057.25171,16274.70286
1613,16130,16130,16064.06095,16277.74161
1614,16140,16140,16070.98474,16283.27026
1615,16150,16150,16084.9736,16289.42523
1616,16160,16160,16103.70472,16308.20994
1617,16170,16170,16111.3344,16324.0043
1618,16180,16180,16126.94694,16338.60312
1619,16190,16190,16130.00047,16352.08491
1620,16200,16200,16210.52166,16207.9912
1621,16210,16210,16217.57376,16220.12769
1622,16220,16220,16227.22511,16232.36373
1623,16230,16230,16231.61728,16243.40884
1624,16240,16240,16245.84223,16271.6954
1625,16250,16250,16255.94454,16282.21251
1626,16260,16260,16266.56362,16294.94235
1627,16270,16270,16287.37839,16309.26859
1628,16280,16280,16300.66789,16319.01493
1629,16290,16290,16315.95278,16343.34574
1630,16300,16300,16334.14904,16364.81512
1631,16310,16310,16345.68193,16376.95468
1632,16320,16320,16353.70252,16384.179
1633,16330,16330,16364.41078,16389.39799
1634,16340,16340,16383.1298,16397.80141
1635,16350,16350,16391.84046,16421.16221
1636,16360,16360,16398.44906,16428.57923
1637,16370,16370,16403.43274,16436.17925
1638,16380,16380,16412.73728,16448.37442
1639,16390,16390,16422.46352,16454.94707
1640,16400,16400,16429.1195,16467.73701
1641,16410,16410,16429.94631,16475.35869
1642,16420,16420,16438.37756,16483.73085
1643,16430,16430,16446.44914,16490.23193
1644,16440,16440,16461.13587,16498.46077
1645,16450,16450,16475.17071,16507.09238
1646,16460,16460,16488.19629,16511.82783
1647,16470,16470,16497.27183,16519.79075
1648,16480,16480,16494.8065,16531.98204
1649,16490,16490,16503.88441,16542.85562
1650,16500,16500,16514.83532,16550.18125
1651,16510,16510,16521.2444,16562.42766
1652,16520,16520,16535.08444,16567.53295
1653,16530,16530,16547.00966,16584.03278
1654,16540,16540,16552.56876,16587.81494
1655,16550,16550,16564.63149,16594.53112
1656,16560,16560,16575.94021,16606.69562
1657,16570,16570,16575.14071,16613.98784
1658,16580,16580,16589.64424,16616.57047
1659,16590,16590,16604.05275,16625.95638
1660,16600,16600,16619.35217,16629.49347
1661,16610,16610,16634.05748,16632.65035
1662,16620,16620,16632.02383,16639.48792
1663,16630,16630,16650.17859,16647.54328
1664,16640,16640,16661.62126,16659.24026
1665,16650,16650,16665.2366,16677.21637
1666,16660,16660,16673.52206,16692.66031
1667,16670,16670,16684.31013,16705.40275
1668,16680,16680,16693.62152,16723.18395
1669,16690,16690,16705.43865,16733.29411
1670,16700,16700,16713.50687,16740.98007
1671,16710,16710,16713.56523,16739.16104
1672,16720,16720,16714.4479,16746.88222
1673,16730,16730,16726.87893,16758.76278
1674,16740,16740,16734.94058,16775.37549
1675,16750,16750,16742.11279,16803.89032
1676,16760,16760,16740.6797,16808.62362
1677,16770,16770,16762.81995,16815.35851
1678,16780,16780,16762.75401,16816.777
1679,16790,16790,16771.69344,16830.21451
1680,16800,16800,16785.93395,16837.59016
1681,16810,16810,16796.68556,16841.90776
1682,16820,16820,16801.01972,16856.14052
1683,16830,16830,16813.64094,16858.23819
1684,16840,16840,16823.85601,16867.30456
1685,16850,16850,16831.40185,16879.82211
1686,16860,16860,16858.25069,16898.13832
1687,16870,16870,16867.56277,16896.27508
1688,16880,16880,16882.37028,16914.92365
1689,16890,16890,16888.77411,16921.07799
1690,16900,16900,16899.26247,16925.726
1691,16910,16910,16914.5707,16933.26705
1692,16920,16920,16931.45951,16937.50462
1693,16930,16930,16945.12104,16952.90982
1694,16940,16940,16958.50167,16953.92247
1695,16950,16950,16957.9119,16967.51919
1696,16960,16960,16974.43239,16980.56821
1697,16970,16970,16984.19839,16989.24654
1698,16980,16980,16981.6294,16992.79301
1699,16990,16990,16988.58971,17001.14624
1700,17000,17000,16990.92259,17011.55073
1701,17010,17010,17008.13851,17019.38048
1702,17020,17020,17011.27117,17025.95914
1703,17030,17030,17023.35296,17038.26338
1704,17040,17040,17032.40088,17043.73375
1705,17050,17050,17041.51215,17057.44175
1706,17060,17060,17052.99495,17074.76139
1707,17070,17070,17064.80569,17083.16504
1708,17080,17080,17068.87684,17096.33244
1709,17090,17090,17072.18212,17104.41905
1710,17100,17100,17078.52541,17106.47438
1711,17110,17110,17094.57516,17116.25439
1712,17120,17120,17099.99571,17129.54287
1713,17130,17130,17109.03217,17136.15787
1714,17140,17140,17117.45379,17152.18261
1715,17150,17150,17132.23822,17157.82422
1716,17160,17160,17143.12349,17166.7242
1717,17170,17170,17158.79177,17178.11276
1718,17180,17180,17160.79208,17182.99899
1719,17190,17190,17176.99007,17188.07522
1720,17200,17200,17184.01766,17188.58169
1721,17210,17210,17195.94005,17210.77552
1722,17220,17220,17201.09557,17209.81575
1723,17230,17230,17212.65555,17211.95645
1724,17240,17240,17219.50794,17226.34294
1725,17250,17250,17228.78861,17234.54246
1726,17260,17260,17240.23853,17241.00822
1727,17270,17270,17251.59839,17246.25849
1728,17280,17280,17253.53969,17253.30613
1729,17290,17290,17267.97373,17262.85781
1730,17300,17300,17279.39014,17273.06051
1731,17310,17310,17286.30191,17283.04378
1732,17320,17320,17304.98015,17277.88295
1733,17330,17330,17312.32975,17284.22122
1734,17340,17340,17323.29814,17293.51121
1735,17350,17350,17329.53913,17306.30245
1736,17360,17360,17336.00035,17326.85535
1737,17370,17370,17347.22288,17327.59286
1738,17380,17380,17359.02415,17335.56699
1739,17390,17390,17370.06131,17341.84599
1740,17400,17400,17374.70147,17357.8591
1741,17410,17410,17390.13511,17369.36227
1742,17420,17420,17396.6841,17371.4789
1743,17430,17430,17406.38244,17383.67337
1744,17440,17440,17417.82988,17396.27145
1745,17450,17450,17431.32964,17404.47268
1746,17460,17460,17451.01531,17422.43422
1747,17470,17470,17459.72218,17442.86347
1748,17480,17480,17470.53375,17447.32675
1749,17490,17490,17485.09183,17452.47423
1750,17500,17500,17491.59731,17452.47741
1751,17510,17510,17505.08413,17464.80238
1752,17520,17520,17507.4937,17475.88767
1753,17530,17530,17518.59917,17487.23314
1754,17540,17540,17528.36008,17504.73909
1755,17550,17550,17540.30249,17516.97371
1756,17560,17560,17549.0537,17526.62153
1757,17570,17570,17561.12162,17540.49245
1758,17580,17580,17586.47217,17544.74189
1759,17590,17590,17584.71288,17559.55487
1760,17600,17600,17581.49461,17565.74639
1761,17610,17610,17597.67223,17579.89214
1762,17620,17620,17595.97479,17588.42654
1763,17630,17630,17613.32909,17596.43441
1764,17640,17640,17624.78299,17600.81183
1765,17650,17650,17636.88624,17613.73021
1766,17660,17660,17641.04314,17624.66293
1767,17670,17670,17642.97037,17638.35816
1768,17680,17680,17647.18039,17651.743
1769,17690,17690,17662.82214,17657.54896
1770,17700,17700,17682.74414,17656.90952
1771,17710,17710,17687.56155,17672.415
1772,17720,17720,17710.04057,17682.82233
1773,17730,17730,17711.66946,17694.09716
1774,17740,17740,17718.18804,17706.3511
1775,17750,17750,17727.06669,17710.61292
1776,17760,17760,17743.97572,17725.48012
1777,17770,17770,17754.62243,17729.04781
1778,17780,17780,17765.04107,17740.35099
1779,17790,17790,17778.79105,17762.66803
1780,17800,17800,17792.97422,17778.49832
1781,17810,17810,17814.00645,17791.03967
1782,17820,17820,17821.34433,17795.2545
1783,17830,17830,17836.79866,17800.29126
1784,17840,17840,17838.97061,17814.71732
1785,17850,17850,17855.18462,17827.62084
1786,17860,17860,17869.55541,17832.40085
1787,17870,17870,17879.50468,17835.39765
1788,17880,17880,17894.00749,17854.97786
1789,17890,17890,17898.331,17868.00696
1790,17900,17900,17907.80275,17886.1217
1791,17910,17910,17912.20906,17890.68782
1792,17920,17920,17921.74365,17890.19466
1793,17930,17930,17939.65105,17898.19945
1794,17940,17940,17951.76487,17910.00007
1795,17950,17950,17963.17859,17922.6772
1796,17960,17960,17964.96619,17934.3629
1797,17970,17970,17970.57723,17943.3986
1798,17980,17980,17986.39599,17946.3514
1799,17990,17990,17992.58776,17957.7742
1800,18000,18000,17996.52177,18003.90502
1801,18010,18010,17997.48438,18019.88853
1802,18020,18020,18006.44012,18032.32417
1803,18030,18030,18021.07783,18045.25064
1804,18040,18040,18039.00776,18062.89947
1805,18050,18050,18053.17498,18070.7332
1806,18060,18060,18064.90213,18070.23879
1807,18070,18070,18070.53642,18078.43615
1808,18080,18080,18080.43564,18077.97809
1809,18090,18090,18090.29344,18081.6422
1810,18100,18100,18098.66577,18094.24417
1811,18110,18110,18096.18197,18094.77071
1812,18120,18120,18110.83603,18111.96005
1813,18130,18130,18114.04141,18113.35015
1814,18140,18140,18126.90594,18127.70704
1815,18150,18150,18139.33959,18134.57416
1816,18160,18160,18157.70418,18152.5656
1817,18170,18170,18177.38029,18166.72574
1818,18180,18180,18196.00502,18176.64452
1819,18190,18190,18203.89245,18187.06671
1820,18200,18200,18219.00514,18200.8664
1821,18210,18210,18231.52688,18210.50143
1822,18220,18220,18242.51543,18212.77585
1823,18230,18230,18255.98041,18226.4348
1824,18240,18240,18258.68572,18237.35568
1825,18250,18250,18265.47705,18237.45836
1826,18260,18260,18280.41513,18238.23906
1827,18270,18270,18281.20899,18255.00525
1828,18280,18280,18293.45984,18261.54451
1829,18290,18290,18306.76738,18280.96978
1830,18300,18300,18314.50798,18292.66668
1831,18310,18310,18325.74849,18309.22261
1832,18320,18320,18334.30278,18311.42463
1833,18330,18330,18346.99543,18319.21324
1834,18340,18340,18346.5708,18326.44324
1835,18350,18350,18357.44587,18349.25263
1836,18360,18360,18369.46583,18347.64364
1837,18370,18370,18377.45777,18358.4813
1838,18380,18380,18386.95753,18366.05448
1839,18390,18390,18392.32722,18377.2358
1840,18400,18400,18403.74536,18400.07253
1841,18410,18410,18417.62793,18411.29695
1842,18420,18420,18422.33718,18418.2591
1843,18430,18430,18437.12846,18419.48849
1844,18440,18440,18444.67153,18425.72876
1845,18450,18450,18470.38287,18437.7282
1846,18460,18460,18478.69176,18443.31962
1847,18470,18470,18485.40674,18450.78971
1848,18480,18480,18507.43241,18456.65739
1849,18490,18490,18521.10629,18470.19847
1850,18500,18500,18532.41323,18480.33227
1851,18510,18510,18533.74512,18490.59195
1852,18520,18520,18541.55528,18499.94221
1853,18530,18530,18555.35416,18504.23446
1854,18540,18540,18555.87717,18516.94589
1855,18550,18550,18565.58895,18524.92112
1856,18560,18560,18580.32696,18533.32444
1857,18570,18570,18581.09171,18545.4539
1858,18580,18580,18590.37121,18556.89524
1859,18590,18590,18598.64118,18566.37864
1860,18600,18600,18614.1124,18567.81492
1861,18610,18610,18626.02717,18590.44535
1862,18620,18620,18634.72993,18603.08119
1863,18630,18630,18648.64396,18617.00799
1864,18640,18640,18656.04908,18623.43319
1865,18650,18650,18666.9199,18639.83886
1866,18660,18660,18683.50551,18654.79051
1867,18670,18670,18695.65976,18664.48909
1868,18680,18680,18712.38501,18689.41876
1869,18690,18690,18722.35728,18701.48216
1870,18700,18700,18729.33627,18714.31127
1871,18710,18710,18737.27034,18730.9644
1872,18720,18720,18752.03882,18744.3307
1873,18730,18730,18761.21756,18743.46744
1874,18740,18740,18760.45872,18759.42102
1875,18750,18750,18773.0583,18772.58987
1876,18760,18760,18788.79691,18783.38288
1877,18770,18770,18797.97457,18794.44376
1878,18780,18780,18812.74557,18811.05475
1879,18790,18790,18829.10482,18819.39728
1880,18800,18800,18837.47054,18827.49853
1881,18810,18810,18848.73408,18835.68348
1882,18820,18820,18861.17231,18845.57019
1883,18830,18830,18879.97026,18857.09248
1884,18840,18840,18894.70462,18862.14617
1885,18850,18850,18899.2839,18869.05597
1886,18860,18860,18904.0292,18876.55538
1887,18870,18870,18911.92412,18879.15518
1888,18880,18880,18917.64772,18890.69789
1889,18890,18890,18931.50222,18900.67715
1890,18900,18900,18943.58638,18909.55875
1891,18910,18910,18951.17518,18916.14852
1892,18920,18920,18960.17239,18932.9142
1893,18930,18930,18966.89588,18948.8485
1894,18940,18940,18974.6127,18958.36928
1895,18950,18950,18978.27195,18969.66423
1896,18960,18960,18986.59519,18987.8949
1897,18970,18970,18992.73002,18997.36836
1898,18980,18980,19006.00441,19003.09691
1899,18990,18990,19013.82902,19015.08113
1900,19000,19000,19019.25614,19016.4735
1901,19010,19010,19021.419,19032.32334
1902,19020,19020,19029.9105,19042.79814
1903,19030,19030,19046.34017,19049.36454
1904,19040,19040,19065.17972,19058.6875
1905,19050,19050,19075.83306,19061.39418
1906,19060,19060,19087.07469,19073.38485
1907,19070,19070,19097.66526,19085.54885
1908,19080,19080,19105.81088,19095.70108
1909,19090,19090,19108.89646,19110.79776
1910,19100,19100,19119.29862,19117.27698
1911,19110,19110,19128.46807,19129.35726
1912,19120,19120,19133.61629,19134.08677
1913,19130,19130,19139.75815,19140.27608
1914,19140,19140,19150.82861,19155.0137
1915,19150,19150,19163.79017,19166.71841
1916,19160,19160,19171.03465,19186.68231
1917,19170,19170,19174.79203,19195.61081
1918,19180,19180,19181.82223,19203.28718
1919,19190,19190,19196.60563,19215.21627
1920,19200,19200,19200.02774,19224.97575
1921,19210,19210,19206.24807,19242.04556
1922,19220,19220,19212.56267,19251.84588
1923,19230,19230,19219.14464,19256.03416
1924,19240,19240,19229.39351,19263.24729
1925,19250,19250,19242.37314,19276.18355
1926,19260,19260,19258.06258,19290.13364
1927,19270,19270,19262.35329,19309.36079
1928,19280,19280,19277.68559,19311.70694
1929,19290,19290,19282.7184,19329.14485
1930,19300,19300,19289.0734,19343.61343
1931,19310,19310,19296.5337,19359.13103
1932,19320,19320,19311.01598,19369.83777
1933,19330,19330,19314.10407,19377.55117
1934,19340,19340,19321.08106,19394.55716
1935,19350,19350,19327.28911,19404.86068
1936,19360,19360,19342.27365,19420.76334
1937,19370,19370,19355.86121,19428.96754
1938,19380,19380,19365.02515,19427.40983
1939,19390,19390,19366.92754,19433.86969
1940,19400,19400,19384.37346,19447.13938
1941,19410,19410,19392.05895,19461.55743
1942,19420,19420,19404.71189,19473.6597
1943,19430,19430,19416.56709,19477.20774
1944,19440,19440,19437.07143,19495.70606
1945,19450,19450,19440.48166,19507.60653
1946,19460,19460,19449.31261,19524.39857
1947,19470,19470,19468.08645,19519.36113
1948,19480,19480,19476.6323,19541.06358
1949,19490,19490,19485.58608,19550.13258
1950,19500,19500,19501.51984,19559.18427
1951,19510,19510,19509.55862,19565.86358
1952,19520,19520,19526.94165,19576.12937
1953,19530,19530,19535.43444,19582.82757
1954,19540,19540,19541.99164,19589.91198
1955,19550,19550,19551.15074,19598.16085
1956,19560,19560,19559.97239,19604.69823
1957,19570,19570,19564.81269,19620.75586
1958,19580,19580,19587.42631,19630.64786
1959,19590,19590,19591.68595,19646.74586
1960,19600,19600,19596.58274,19653.71897
1961,19610,19610,19608.03897,19662.12413
1962,19620,19620,19613.86029,19672.72721
1963,19630,19630,19629.94253,19681.77284
1964,19640,19640,19642.86536,19689.52582
1965,19650,19650,19647.37918,19705.51702
1966,19660,19660,19661.66422,19711.72057
1967,19670,19670,19670.51674,19714.68795
1968,19680,19680,19678.48148,19728.28445
1969,19690,19690,19695.92072,19734.50183
1970,19700,19700,19708.47641,19747.47552
1971,19710,19710,19713.29448,19753.54336
1972,19720,19720,19718.15843,19763.59444
1973,19730,19730,19728.20785,19766.47597
1974,19740,19740,19730.48506,19777.03006
1975,19750,19750,19733.2378,19785.28666
1976,19760,19760,19736.98103,19806.22518
1977,19770,19770,19735.60285,19820.82543
1978,19780,19780,19734.92845,19834.213
1979,19790,19790,19747.28606,19841.75441
1980,19800,19800,19803.90968,19791.36963
1981,19810,19810,19815.02752,19793.105
1982,19820,19820,19823.11582,19810.80234
1983,19830,19830,19828.71875,19818.36212
1984,19840,19840,19850.64577,19823.51671
1985,19850,19850,19866.49506,19828.74538
1986,19860,19860,19880.18772,19846.34386
1987,19870,19870,19892.9234,19852.81318
1988,19880,19880,19908.0041,19860.49214
1989,19890,19890,19917.38912,19872.27422
1990,19900,19900,19924.71622,19885.42529
1991,19910,19910,19942.14631,19908.26962
1992,19920,19920,19945.10753,19913.03819
1993,19930,19930,19956.16699,19927.30193
1994,19940,19940,19971.78915,19948.12246
1995,19950,19950,19987.48728,19958.92963
1996,19960,19960,19992.04475,19966.67296
1997,19970,19970,19996.59531,19973.71536
1998,19980,19980,20011.91728,19982.02166
1999,19990,19990,20010.93102,19995.12769
2000,20000,20000,20017.87745,20008.40951
2001,20010,20010,20036.5782,20018.56018
2002,20020,20020,20043.78517,20023.48368
2003,20030,20030,20047.48672,20033.50296
2004,20040,20040,20058.46564,20044.24989
2005,20050,20050,20070.99585,20054.06745
2006,20060,20060,20085.64858,20069.88659
2007,20070,20070,20092.69054,20074.60797
2008,20080,20080,20105.4531,20077.33999
2009,20090,20090,20110.12006,20096.86409
2010,20100,20100,20121.49552,20106.40649
2011,20110,20110,20131.11335,20115.05412
2012,20120,20120,20134.13868,20122.24855
2013,20130,20130,20141.68446,20138.79709
2014,20140,20140,20155.45338,20154.64651
2015,20150,20150,20158.35246,20172.12294
2016,20160,20160,20170.18417,20175.1893
2017,20170,20170,20178.03497,20178.89066
2018,20180,20180,20185.92272,20184.76501
2019,20190,20190,20196.88945,20201.26776
2020,20200,20200,20207.57902,20211.90491
2021,20210,20210,20218.07431,20205.57849
2022,20220,20220,20225.41308,20221.02258
2023,20230,20230,20240.62751,20227.60322
2024,20240,20240,20249.8492,20232.31761
2025,20250,20250,20256.43721,20242.41545
2026,20260,20260,20277.9488,20254.29734
2027,20270,20270,20286.65194,20264.09456
2028,20280,20280,20302.90929,20270.47988
2029,20290,20290,20317.31861,20291.00971
2030,20300,20300,20335.15152,20300.10416
2031,20310,20310,20339.1913,20310.94553
2032,20320,20320,20343.88661,20320.02782
2033,20330,20330,20351.82666,20327.33087
2034,20340,20340,20362.54032,20335.96228
2035,20350,20350,20377.48939,20350.13659
2036,20360,20360,20386.51202,20365.04868
2037,20370,20370,20390.94669,20375.54158
2038,20380,20380,20397.58341,20386.9047
2039,20390,20390,20413.60913,20397.03279
2040,20400,20400,20418.35433,20411.1931
2041,20410,20410,20424.56191,20420.3217
2042,20420,20420,20432.61866,20435.47943
2043,20430,20430,20449.16929,20441.79748
2044,20440,20440,20461.15808,20456.67937
2045,20450,20450,20478.61855,20453.53486
2046,20460,20460,20487.83591,20463.86482
2047,20470,20470,20503.3704,20474.14398
2048,20480,20480,20510.73078,20488.88499
2049,20490,20490,20514.23385,20501.42335
2050,20500,20500,20530.35985,20504.52571
2051,20510,20510,20531.95736,20515.54202
2052,20520,20520,20538.0964,20522.72955
